uri;idLegislaturaFinal;nomeCivil
https://dadosabertos.camara.leg.br/api/v2/deputados/72442;57;FELIPE AUGUSTO LYRA CARRERAS
https://dadosabertos.camara.leg.br/api/v2/deputados/204398;57;LUIS FELIPE BONATTO FRANCISCHINI
https://dadosabertos.camara.leg.br/api/v2/deputados/160666;57;FELIX DE ALMEIDA MENDONÇA JÚNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/204407;57;FERNANDA MELCHIONNA E SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/220656;57;FERNANDA ENEIDA PESSOA CARACAS DE SOUZA
https://dadosabertos.camara.leg.br/api/v2/deputados/141431;57;FERNANDO BEZERRA DE SOUZA COELHO FILHO
https://dadosabertos.camara.leg.br/api/v2/deputados/204445;57;FERNANDO WANDERLEY VARGAS DA SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/92699;57;FERNANDO MONTEIRO DE ALBUQUERQUE
https://dadosabertos.camara.leg.br/api/v2/deputados/204427;57;FERNANDO RODOLFO TENORIO DE VASCONCELOS
https://dadosabertos.camara.leg.br/api/v2/deputados/204411;57;FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO
https://dadosabertos.camara.leg.br/api/v2/deputados/220545;57;FILIPE MARTINS DOS SANTOS
https://dadosabertos.camara.leg.br/api/v2/deputados/160598;57;FLÁVIA CARREIRO ALBUQUERQUE MORAIS
https://dadosabertos.camara.leg.br/api/v2/deputados/225727;57;ANA FLÁVIA RODRIGUES RAMIRO
https://dadosabertos.camara.leg.br/api/v2/deputados/191923;57;FLÁVIO RODRIGUES NOGUEIRA
https://dadosabertos.camara.leg.br/api/v2/deputados/220700;57;FLORENTINO ALVES VERAS NETO
https://dadosabertos.camara.leg.br/api/v2/deputados/220551;57;FRANCIANE ABADE BAYER MULLER
https://dadosabertos.camara.leg.br/api/v2/deputados/204494;57;FREDERICO BORGES DA COSTA
https://dadosabertos.camara.leg.br/api/v2/deputados/220534;57;DAVYS FREDERICO TEIXEIRA LINHARES
https://dadosabertos.camara.leg.br/api/v2/deputados/224117;57;GABRIEL MOTA E SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/220708;57;GABRIEL JOSE MOURA NUNES SOARES
https://dadosabertos.camara.leg.br/api/v2/deputados/204473;57;ELIÉSER GIRÃO MONTEIRO FILHO
https://dadosabertos.camara.leg.br/api/v2/deputados/220611;57;EDUARDO PAZUELLO
https://dadosabertos.camara.leg.br/api/v2/deputados/178966;57;Geovânia de Sá
https://dadosabertos.camara.leg.br/api/v2/deputados/220702;57;GERALDO GABRIEL MENDES
https://dadosabertos.camara.leg.br/api/v2/deputados/74374;57;GERALDO RESENDE PEREIRA
